id,owner_id,is_deleted_ind,name_nm,currency_iso_cd,record_type_id,created_dt,created_by_id,last_modified_dt,last_modified_by_id,system_mod_stamp_ts,certification_source_txt,description_txt,external_id,group_txt,hierarchy_key_path_txt,hierarchy_level_nbr,hierarchy_path_txt,parent_category_id,parent_hierarchy_level_nbr,parent_record_type_dsc,record_type_nm,skill_or_certification_dsc,type_txt,unique_name_txt,snow_sys_id,source_update_utc_ts,source_create_utc_ts,udp_create_utc_ts,source_file_nm,source_file_ts,udp_update_utc_ts,created_by_employee_nm,created_by_employee_reference_nbr,created_by_employee_email_txt,last_modified_by_employee_nm,last_modified_by_employee_reference_nbr,last_modified_by_employee_email_txt
aFp2J00000000XoSAI,0052J000008tbjLQAQ,False,HIGH-INTEGRITY,USD,0122J000000cJtEQAU,2022-11-22 14:30:53,0052J000008tbjLQAQ,2025-12-19 14:30:39,0052J000008tbjLQAQ,2025-12-19 14:30:39,,HIGH-INTEGRITY,REMOTE_SKILL-1-234133,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:39,2022-11-22 14:30:53,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000YYSAY,0052J000008tbjLQAQ,False,RED HAT OS ADMINISTRATION,USD,0122J000000cJtEQAU,2022-11-22 14:30:57,0052J000008tbjLQAQ,2025-12-19 14:30:35,0052J000008tbjLQAQ,2025-12-19 14:30:35,,RED HAT OS ADMINISTRATION,REMOTE_SKILL-1-358454,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:35,2022-11-22 14:30:57,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000YZSAY,0052J000008tbjLQAQ,False,MUTUAL FUND TRADING,USD,0122J000000cJtEQAU,2022-11-22 14:30:57,0052J000008tbjLQAQ,2025-12-19 14:30:33,0052J000008tbjLQAQ,2025-12-19 14:30:33,,MUTUAL FUND TRADING,REMOTE_SKILL-1-135204,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:33,2022-11-22 14:30:57,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000YeSAI,0052J000008tbjLQAQ,False,AUTOMOTIVE DETAILING,USD,0122J000000cJtEQAU,2022-11-22 14:30:57,0052J000008tbjLQAQ,2025-12-19 14:30:27,0052J000008tbjLQAQ,2025-12-19 14:30:27,,AUTOMOTIVE DETAILING,REMOTE_SKILL-1-67055,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:27,2022-11-22 14:30:57,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000YnSAI,0052J000008tbjLQAQ,False,MICROSOFT EXTENSIBLE APPLICATION MARKUP LANGUAGE (XAML),USD,0122J000000cJtEQAU,2022-11-22 14:30:58,0052J000008tbjLQAQ,2025-12-19 14:30:45,0052J000008tbjLQAQ,2025-12-19 14:30:45,,MICROSOFT EXTENSIBLE APPLICATION MARKUP LANGUAGE (XAML),REMOTE_SKILL-1-25120,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:45,2022-11-22 14:30:58,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000YqSAI,0052J000008tbjLQAQ,False,WHERESCAPE RED,USD,0122J000000cJtEQAU,2022-11-22 14:30:59,0052J000008tbjLQAQ,2025-12-19 14:30:28,0052J000008tbjLQAQ,2025-12-19 14:30:28,,WHERESCAPE RED,REMOTE_SKILL-1-69073,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:28,2022-11-22 14:30:59,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000YwSAI,0052J000008tbjLQAQ,False,MARKET EXPLORATION,USD,0122J000000cJtEQAU,2022-11-22 14:30:58,0052J000008tbjLQAQ,2025-12-19 14:30:37,0052J000008tbjLQAQ,2025-12-19 14:30:37,,MARKET EXPLORATION,REMOTE_SKILL-1-158944,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:37,2022-11-22 14:30:58,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000Z2SAI,0052J000008tbjLQAQ,False,ORACLE CLOUD PLATFORM APPLICATION DEVELOPMENT,USD,0122J000000cJtEQAU,2022-11-22 14:30:58,0052J000008tbjLQAQ,2025-12-19 14:30:34,0052J000008tbjLQAQ,2025-12-19 14:30:34,,ORACLE CLOUD PLATFORM APPLICATION DEVELOPMENT,REMOTE_SKILL-1-358082,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:34,2022-11-22 14:30:58,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000ZDSAY,0052J000008tbjLQAQ,False,BROKERAGE SOFTWARE,USD,0122J000000cJtEQAU,2022-11-22 14:31:00,0052J000008tbjLQAQ,2025-12-19 14:30:42,0052J000008tbjLQAQ,2025-12-19 14:30:42,,BROKERAGE SOFTWARE,REMOTE_SKILL-1-24252,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:42,2022-11-22 14:31:00,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000ZNSAY,0052J000008tbjLQAQ,False,GOOGLE COLABORATORY,USD,0122J000000cJtEQAU,2022-11-22 14:31:02,0052J000008tbjLQAQ,2025-12-19 14:30:34,0052J000008tbjLQAQ,2025-12-19 14:30:34,,GOOGLE COLABORATORY,REMOTE_SKILL-1-357772,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:34,2022-11-22 14:31:02,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000ZTSAY,0052J000008tbjLQAQ,False,ORACLE CLOUD DATABASE MIGRATION AND INTEGRATION 2022 PROFESSIONAL (1Z0-1094-22),USD,0122J000000cJtEQAU,2022-11-22 14:31:01,0052J000008tbjLQAQ,2025-12-19 14:30:36,0052J000008tbjLQAQ,2025-12-19 14:30:36,,ORACLE CLOUD DATABASE MIGRATION AND INTEGRATION 2022 PROFESSIONAL (1Z0-1094-22),CERTIFICATION-3-7420,,aFp2J000000Caf3,2,CERTIFICATION,aFp2J000000Caf3SAC,1,Category,Skill,Skill,Certification,,,2025-12-19 14:30:36,2022-11-22 14:31:01,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000ZXSAY,0052J000008tbjLQAQ,False,SERVICENOW CONFIGURATION MANAGEMENT DATABASE (CMDB),USD,0122J000000cJtEQAU,2022-11-22 14:31:02,0052J000008tbjLQAQ,2025-12-19 14:30:35,0052J000008tbjLQAQ,2025-12-19 14:30:35,,SERVICENOW CONFIGURATION MANAGEMENT DATABASE (CMDB),REMOTE_SKILL-1-358556,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:35,2022-11-22 14:31:02,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000ZnSAI,0052J000008tbjLQAQ,False,BROADCASTING EQUIPMENTS,USD,0122J000000cJtEQAU,2022-11-22 14:31:04,0052J000008tbjLQAQ,2025-12-19 14:30:31,0052J000008tbjLQAQ,2025-12-19 14:30:31,,BROADCASTING EQUIPMENTS,REMOTE_SKILL-1-206476,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:31,2022-11-22 14:31:04,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000ZsSAI,0052J000008tbjLQAQ,False,GAS CHROMATOGRAPHY ANALYSIS,USD,0122J000000cJtEQAU,2022-11-22 14:31:05,0052J000008tbjLQAQ,2025-12-19 14:30:44,0052J000008tbjLQAQ,2025-12-19 14:30:44,,GAS CHROMATOGRAPHY ANALYSIS,REMOTE_SKILL-1-48103,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:44,2022-11-22 14:31:05,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000a2SAA,0052J000008tbjLQAQ,False,USER PROFILE MANAGEMENT,USD,0122J000000cJtEQAU,2022-11-22 14:31:04,0052J000008tbjLQAQ,2025-12-19 14:30:44,0052J000008tbjLQAQ,2025-12-19 14:30:44,,USER PROFILE MANAGEMENT,REMOTE_SKILL-1-48326,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:44,2022-11-22 14:31:04,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000a3SAA,0052J000008tbjLQAQ,False,PEDIATRIC PALLIATIVE CARE,USD,0122J000000cJtEQAU,2022-11-22 14:31:05,0052J000008tbjLQAQ,2025-12-19 14:30:48,0052J000008tbjLQAQ,2025-12-19 14:30:48,,PEDIATRIC PALLIATIVE CARE,REMOTE_SKILL-1-56485,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:48,2022-11-22 14:31:05,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000adSAA,0052J000008tbjLQAQ,False,VEHICLE INSPECTIONS,USD,0122J000000cJtEQAU,2022-11-22 14:31:08,0052J000008tbjLQAQ,2025-12-19 14:30:29,0052J000008tbjLQAQ,2025-12-19 14:30:29,,VEHICLE INSPECTIONS,REMOTE_SKILL-1-70367,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:29,2022-11-22 14:31:08,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000alSAA,0052J000008tbjLQAQ,False,SMALL BUSINESS OUTREACH,USD,0122J000000cJtEQAU,2022-11-22 14:31:09,0052J000008tbjLQAQ,2025-12-19 14:30:38,0052J000008tbjLQAQ,2025-12-19 14:30:38,,SMALL BUSINESS OUTREACH,REMOTE_SKILL-1-166806,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:38,2022-11-22 14:31:09,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000amSAA,0052J000008tbjLQAQ,False,ENGINEERED STANDARDS,USD,0122J000000cJtEQAU,2022-11-22 14:31:08,0052J000008tbjLQAQ,2025-12-19 14:30:31,0052J000008tbjLQAQ,2025-12-19 14:30:31,,ENGINEERED STANDARDS,REMOTE_SKILL-1-217189,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:31,2022-11-22 14:31:08,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000bUSAQ,0052J000008tbjLQAQ,False,GLOBAL VIEW,USD,0122J000000cJtEQAU,2022-11-22 14:31:13,0052J000008tbjLQAQ,2025-12-19 14:30:30,0052J000008tbjLQAQ,2025-12-19 14:30:30,,GLOBAL VIEW,REMOTE_SKILL-1-117576,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:30,2022-11-22 14:31:13,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000bYSAQ,0052J000008tbjLQAQ,False,POSITIVE CUSTOMER SERVICE,USD,0122J000000cJtEQAU,2022-11-22 14:31:12,0052J000008tbjLQAQ,2025-12-19 14:30:28,0052J000008tbjLQAQ,2025-12-19 14:30:28,,POSITIVE CUSTOMER SERVICE,REMOTE_SKILL-1-237521,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:28,2022-11-22 14:31:12,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000beSAA,0052J000008tbjLQAQ,False,RELATED COURSES,USD,0122J000000cJtEQAU,2022-11-22 14:31:12,0052J000008tbjLQAQ,2025-12-19 14:30:33,0052J000008tbjLQAQ,2025-12-19 14:30:33,,RELATED COURSES,REMOTE_SKILL-1-215846,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:33,2022-11-22 14:31:12,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000bnSAA,0052J000008tbjLQAQ,False,LOAN UNDERWRITING,USD,0122J000000cJtEQAU,2022-11-22 14:31:12,0052J000008tbjLQAQ,2025-12-19 14:30:40,0052J000008tbjLQAQ,2025-12-19 14:30:40,,LOAN UNDERWRITING,REMOTE_SKILL-1-89463,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:40,2022-11-22 14:31:12,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
aFp2J00000000bpSAA,0052J000008tbjLQAQ,False,IBM ECLIPSE,USD,0122J000000cJtEQAU,2022-11-22 14:31:12,0052J000008tbjLQAQ,2025-12-19 14:30:37,0052J000008tbjLQAQ,2025-12-19 14:30:37,,IBM ECLIPSE,REMOTE_SKILL-1-216994,,aFp2J000000Caf1,2,CLOUD,aFp2J000000Caf1SAC,1,Category,Skill,Skill,CLOUD,,,2025-12-19 14:30:37,2022-11-22 14:31:12,2026-03-13 13:51:49.059000,pse__skill__c_20260313T134818Z_1.parquet,2026-03-13 13:48:18,2026-03-13 14:02:24.128483,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid,O2C Integration Interface,81067831,pmantravadi@dxc.com.invalid
